CLIENT_IP;CLIENT_PORT;CLIENT_SENT_AT_NS;SERVER_RECEIVED_AT_NS;SEQUENCE_NUMBER;HOPS
18.179.37.35;47062;1760801424491013927;1760801424594248368;0;10
18.179.37.35;47062;1760801424591005384;1760801424694275342;1;10
18.179.37.35;47062;1760801424691005240;1760801424794204580;2;10
18.179.37.35;47062;1760801424791012765;1760801424894207796;3;10
18.179.37.35;47062;1760801424891005925;1760801424994190891;4;10
18.179.37.35;47062;1760801424991006991;1760801425094198425;5;10
18.179.37.35;47062;1760801425091004442;1760801425194190934;6;10
18.179.37.35;47062;1760801425191006500;1760801425294191932;7;10
18.179.37.35;47062;1760801425291004857;1760801425394164995;8;10
18.179.37.35;47062;1760801425391005585;1760801425494134687;9;10
18.179.37.35;47062;1760801425491012445;1760801425594247305;10;10
18.179.37.35;47062;1760801425591006900;1760801425694179025;11;10
18.179.37.35;47062;1760801425690998810;1760801425794142691;12;10
18.179.37.35;47062;1760801425791007611;1760801425894152197;13;10
18.179.37.35;47062;1760801425891004727;1760801425994152040;14;10
18.179.37.35;47062;1760801425991004831;1760801426094160878;15;10
18.179.37.35;47062;1760801426091006175;1760801426194175733;16;10
18.179.37.35;47062;1760801426191004802;1760801426294152176;17;10
18.179.37.35;47062;1760801426291003573;1760801426394158215;18;10
18.179.37.35;47062;1760801426391003796;1760801426494145267;19;10
18.179.37.35;47062;1760801426491007369;1760801426594170520;20;10
18.179.37.35;47062;1760801426591003242;1760801426694247564;21;10
18.179.37.35;47062;1760801426691002322;1760801426794158307;22;10
18.179.37.35;47062;1760801426790998108;1760801426894143460;23;10
18.179.37.35;47062;1760801426891003430;1760801426994155742;24;10
18.179.37.35;47062;1760801426991004786;1760801427094157351;25;10
18.179.37.35;47062;1760801427091006164;1760801427194172127;26;10
18.179.37.35;47062;1760801427191007918;1760801427294169152;27;10
18.179.37.35;47062;1760801427291001604;1760801427394135486;28;10
18.179.37.35;47062;1760801427391001770;1760801427494154165;29;10
18.179.37.35;47062;1760801427491009782;1760801427594158010;30;10
18.179.37.35;47062;1760801427590999338;1760801427694164227;31;10
18.179.37.35;47062;1760801427691005244;1760801427794152160;32;10
18.179.37.35;47062;1760801427791007412;1760801427894140117;33;10
18.179.37.35;47062;1760801427891004117;1760801427994192669;34;10
18.179.37.35;47062;1760801427991003499;1760801428094151330;35;10
18.179.37.35;47062;1760801428091013908;1760801428194183960;36;10
18.179.37.35;47062;1760801428191005513;1760801428294176130;37;10
18.179.37.35;47062;1760801428291014237;1760801428394164697;38;10
18.179.37.35;47062;1760801428391010986;1760801428494158873;39;10
18.179.37.35;47062;1760801428491015398;1760801428594173471;40;10
18.179.37.35;47062;1760801428591008800;1760801428694166296;41;10
18.179.37.35;47062;1760801428691007225;1760801428794158634;42;10
18.179.37.35;47062;1760801428791007655;1760801428894149531;43;10
18.179.37.35;47062;1760801428891006569;1760801428994164717;44;10
18.179.37.35;47062;1760801428991015497;1760801429094193340;45;10
18.179.37.35;47062;1760801429091011108;1760801429194961831;46;10
18.179.37.35;47062;1760801429191011644;1760801429294162995;47;10
18.179.37.35;47062;1760801429291012279;1760801429394155853;48;10
18.179.37.35;47062;1760801429391017778;1760801429494180951;49;10
18.179.37.35;47062;1760801429491025511;1760801429594296705;50;10
18.179.37.35;47062;1760801429591010122;1760801429694163859;51;10
18.179.37.35;47062;1760801429691014498;1760801429794181208;52;10
18.179.37.35;47062;1760801429791003360;1760801429894150320;53;10
18.179.37.35;47062;1760801429891004637;1760801429994154363;54;10
18.179.37.35;47062;1760801429991004639;1760801430094146672;55;10
18.179.37.35;47062;1760801430091009810;1760801430194149816;56;10
18.179.37.35;47062;1760801430191004398;1760801430294156896;57;10
18.179.37.35;47062;1760801430291005097;1760801430394149116;58;10
18.179.37.35;47062;1760801430391007773;1760801430494176073;59;10
18.179.37.35;47062;1760801430491000041;1760801430594163435;60;10
18.179.37.35;47062;1760801430591017195;1760801430694169855;61;10
18.179.37.35;47062;1760801430691003945;1760801430794169281;62;10
18.179.37.35;47062;1760801430791020899;1760801430894165060;63;10
18.179.37.35;47062;1760801430891005112;1760801430994148764;64;10
18.179.37.35;47062;1760801430991002545;1760801431094142927;65;10
18.179.37.35;47062;1760801431091010897;1760801431194171298;66;10
18.179.37.35;47062;1760801431191000982;1760801431294146147;67;10
18.179.37.35;47062;1760801431291002172;1760801431394147520;68;10
18.179.37.35;47062;1760801431391010233;1760801431494241946;69;10
18.179.37.35;47062;1760801431491005975;1760801431594171871;70;10
18.179.37.35;47062;1760801431591010349;1760801431694248896;71;10
18.179.37.35;47062;1760801431691005411;1760801431794145834;72;10
18.179.37.35;47062;1760801431791009028;1760801431894140478;73;10
18.179.37.35;47062;1760801431891006105;1760801431994162587;74;10
18.179.37.35;47062;1760801431991004202;1760801432094498718;75;10
18.179.37.35;47062;1760801432091003141;1760801432194163552;76;10
18.179.37.35;47062;1760801432191005112;1760801432294137786;77;10
18.179.37.35;47062;1760801432291006148;1760801432394185834;78;10
18.179.37.35;47062;1760801432391004238;1760801432494145983;79;10
18.179.37.35;47062;1760801432491023741;1760801432594175220;80;10
18.179.37.35;47062;1760801432591008431;1760801432694149960;81;10
18.179.37.35;47062;1760801432691014759;1760801432794164636;82;10
18.179.37.35;47062;1760801432791005124;1760801432894173701;83;10
18.179.37.35;47062;1760801432891022756;1760801432994184674;84;10
18.179.37.35;47062;1760801432991010505;1760801433094176067;85;10
18.179.37.35;47062;1760801433091014662;1760801433194157579;86;10
18.179.37.35;47062;1760801433191012799;1760801433294179419;87;10
18.179.37.35;47062;1760801433291008893;1760801433394158448;88;10
18.179.37.35;47062;1760801433391010416;1760801433494153540;89;10
18.179.37.35;47062;1760801433491005296;1760801433594148792;90;10
18.179.37.35;47062;1760801433591018991;1760801433694194771;91;10
18.179.37.35;47062;1760801433691009956;1760801433794169490;92;10
18.179.37.35;47062;1760801433791006530;1760801433894134296;93;10
18.179.37.35;47062;1760801433891020416;1760801433994183530;94;10
18.179.37.35;47062;1760801433991017237;1760801434094174879;95;10
18.179.37.35;47062;1760801434091006004;1760801434194135149;96;10
18.179.37.35;47062;1760801434191010889;1760801434294167585;97;10
18.179.37.35;47062;1760801434291014559;1760801434394183454;98;10
18.179.37.35;47062;1760801434391010847;1760801434494156324;99;10
18.179.37.35;47062;1760801434491003247;1760801434594148799;100;10
18.179.37.35;47062;1760801434591042819;1760801434694183396;101;10
18.179.37.35;47062;1760801434691003636;1760801434794165415;102;10
18.179.37.35;47062;1760801434791003904;1760801434894129456;103;10
18.179.37.35;47062;1760801434891014187;1760801434994172328;104;10
18.179.37.35;47062;1760801434991010039;1760801435094157055;105;10
18.179.37.35;47062;1760801435091005173;1760801435194153616;106;10
18.179.37.35;47062;1760801435191015614;1760801435294172101;107;10
18.179.37.35;47062;1760801435291016594;1760801435394160116;108;10
18.179.37.35;47062;1760801435391007578;1760801435494149386;109;10
18.179.37.35;47062;1760801435491007658;1760801435594162445;110;10
18.179.37.35;47062;1760801435591006200;1760801435694151196;111;10
18.179.37.35;47062;1760801435691011071;1760801435794157155;112;10
18.179.37.35;47062;1760801435791014678;1760801435894156907;113;10
18.179.37.35;47062;1760801435891009974;1760801435994176722;114;10
18.179.37.35;47062;1760801435991006488;1760801436094147540;115;10
18.179.37.35;47062;1760801436091002822;1760801436194156231;116;10
18.179.37.35;47062;1760801436191013468;1760801436294187149;117;10
18.179.37.35;47062;1760801436291017089;1760801436394176034;118;10
18.179.37.35;47062;1760801436391010426;1760801436494159901;119;10
18.179.37.35;47062;1760801436491008836;1760801436594156885;120;10
18.179.37.35;47062;1760801436591017470;1760801436694185607;121;10
18.179.37.35;47062;1760801436690984032;1760801436794142795;122;10
18.179.37.35;47062;1760801436791009387;1760801436894169369;123;10
18.179.37.35;47062;1760801436891009510;1760801436994149828;124;10
18.179.37.35;47062;1760801436991013840;1760801437094156523;125;10
18.179.37.35;47062;1760801437091011479;1760801437194155064;126;10
18.179.37.35;47062;1760801437191014485;1760801437294169349;127;10
18.179.37.35;47062;1760801437291014282;1760801437394168068;128;10
18.179.37.35;47062;1760801437391003578;1760801437494142960;129;10
18.179.37.35;47062;1760801437491000761;1760801437594149542;130;10
18.179.37.35;47062;1760801437591000394;1760801437694166268;131;10
18.179.37.35;47062;1760801437691006049;1760801437794152764;132;10
18.179.37.35;47062;1760801437791004648;1760801437894151603;133;10
18.179.37.35;47062;1760801437891014479;1760801437994158332;134;10
18.179.37.35;47062;1760801437991011351;1760801438094170459;135;10
18.179.37.35;47062;1760801438091010255;1760801438194166087;136;10
18.179.37.35;47062;1760801438191009020;1760801438294151587;137;10
18.179.37.35;47062;1760801438291009582;1760801438394149428;138;10
18.179.37.35;47062;1760801438391008948;1760801438494155606;139;10
18.179.37.35;47062;1760801438491004383;1760801438594153000;140;10
18.179.37.35;47062;1760801438591003913;1760801438694143720;141;10
18.179.37.35;47062;1760801438691003672;1760801438794152705;142;10
18.179.37.35;47062;1760801438791010368;1760801438894150348;143;10
18.179.37.35;47062;1760801438891004566;1760801438994157748;144;10
18.179.37.35;47062;1760801438991001908;1760801439094141688;145;10
18.179.37.35;47062;1760801439091010738;1760801439194153783;146;10
18.179.37.35;47062;1760801439191010903;1760801439294136374;147;10
18.179.37.35;47062;1760801439291013811;1760801439394136434;148;10
18.179.37.35;47062;1760801439391004192;1760801439494133241;149;10
18.179.37.35;47062;1760801439491006379;1760801439594140445;150;10
18.179.37.35;47062;1760801439591001937;1760801439694128045;151;10
18.179.37.35;47062;1760801439691012204;1760801439794179606;152;10
